Year,Month,Day,Hour,Minute,Temperature  [2 m above gnd],Relative Humidity  [2 m above gnd],Mean Sea Level Pressure  [MSL],Total Precipitation  [sfc],Snowfall amount raw  [sfc],Total Cloud Cover  [sfc],High Cloud Cover  [high cld lay],Medium Cloud Cover  [mid cld lay],Low Cloud Cover  [low cld lay],Sunshine Duration  [sfc],Shortwave Radiation  [sfc],Wind Speed  [10 m above gnd],Wind Direction  [10 m above gnd],Wind Speed  [80 m above gnd],Wind Direction  [80 m above gnd],Wind Speed  [900 mb],Wind Direction  [900 mb],Wind Gust  [sfc]
2018,8,3,7,0,20.69,75.00,1022.70,0.00,0.00,0.00,0.00,0.00,0.00,60.00,75.65,5.90,37.57,17.21,52.65,23.53,60.69,18.36
2018,8,3,8,0,22.61,62.00,1022.80,0.00,0.00,15.00,0.00,0.00,15.00,50.43,219.83,9.79,53.97,10.80,53.13,21.90,64.70,17.28
2018,8,3,9,0,23.79,61.00,1022.70,0.00,0.00,0.00,0.00,0.00,0.00,60.00,346.21,8.40,46.74,9.18,48.18,22.00,68.90,15.84
2018,8,3,10,0,26.45,55.00,1022.80,0.00,0.00,0.00,0.00,0.00,0.00,60.00,499.29,10.20,47.86,10.46,49.18,23.93,74.29,15.48
2018,8,3,11,0,28.32,51.00,1022.20,0.00,0.00,0.00,0.00,0.00,0.00,60.00,620.33,13.98,55.49,14.58,57.09,25.35,78.53,17.64
2018,8,3,12,0,29.76,47.00,1021.60,0.00,0.00,0.00,0.00,0.00,0.00,60.00,709.33,17.40,65.56,18.06,66.50,26.80,83.83,20.52
2018,8,3,13,0,30.60,43.00,1021.30,0.00,0.00,10.00,0.00,0.00,10.00,53.62,720.01,18.43,77.59,19.35,80.36,20.17,87.95,14.40
2018,8,3,14,0,29.64,52.00,1021.10,0.00,0.00,10.00,0.00,0.00,10.00,53.62,729.80,13.40,83.83,13.36,85.36,14.42,87.14,11.16
2018,8,3,15,0,30.02,49.00,1020.80,0.00,0.00,10.00,0.00,0.00,10.00,53.62,704.88,12.24,90.00,12.61,91.64,13.70,93.01,9.72
2018,8,3,16,0,30.34,46.00,1020.20,0.00,0.00,10.00,0.00,0.00,10.00,53.62,645.25,11.66,98.88,12.07,100.30,12.78,99.73,10.44
2018,8,3,17,0,30.34,45.00,1020.00,0.00,0.00,10.00,0.00,0.00,10.00,53.62,553.58,11.18,104.93,11.62,106.19,11.97,105.71,11.16
2018,8,3,18,0,30.08,45.00,1019.70,0.00,0.00,10.00,0.00,0.00,10.00,53.62,439.66,10.37,110.32,10.83,111.45,11.17,110.77,11.16
2018,8,3,19,0,29.59,47.00,1019.50,0.00,0.00,0.00,0.00,0.00,0.00,60.00,315.06,9.57,109.80,10.16,112.93,10.50,112.17,10.44
2018,8,3,20,0,28.19,55.00,1019.50,0.00,0.00,0.00,0.00,0.00,0.00,60.00,177.11,6.76,115.20,10.14,117.47,9.66,116.57,9.00
2018,8,3,21,0,26.64,56.00,1019.30,0.00,0.00,0.00,0.00,0.00,0.00,0.75,41.83,7.42,129.09,10.46,130.82,9.34,117.55,11.52
2018,8,3,22,0,25.67,61.00,1019.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.42,157.17,10.81,150.02,8.59,123.02,11.52
2018,8,3,23,0,24.91,65.00,1019.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.95,174.81,11.11,155.10,8.44,129.81,11.16
2018,8,4,0,0,24.19,67.00,1019.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.29,182.49,11.97,164.29,7.90,136.85,11.88
2018,8,4,1,0,23.68,69.00,1019.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.35,187.43,12.41,163.14,7.39,136.97,12.24
2018,8,4,2,0,23.22,71.00,1019.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.05,190.30,11.87,165.96,7.20,143.13,11.88
2018,8,4,3,0,22.77,72.00,1019.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.97,198.43,11.16,180.00,5.69,161.57,10.80
2018,8,4,4,0,22.27,74.00,1018.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.73,207.76,8.76,189.46,4.02,190.30,9.36
2018,8,4,5,0,21.87,75.00,1018.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.41,209.05,6.29,203.63,3.32,220.60,7.56
2018,8,4,6,0,21.62,76.00,1018.40,0.00,0.00,0.00,0.00,0.00,0.00,17.51,0.00,7.29,212.91,5.12,219.29,3.71,240.95,5.76
2018,8,4,7,0,23.07,74.00,1018.10,0.00,0.00,0.00,0.00,0.00,0.00,60.00,72.09,6.64,220.60,4.61,231.34,4.21,250.02,4.68
2018,8,4,8,0,25.48,71.00,1018.10,0.00,0.00,0.00,0.00,0.00,0.00,60.00,215.38,2.60,236.31,4.39,235.01,4.55,251.57,5.04
2018,8,4,9,0,27.80,58.00,1017.80,0.00,0.00,10.00,0.00,0.00,10.00,53.62,357.78,3.24,270.00,3.67,258.69,5.24,254.05,4.68
2018,8,4,10,0,28.68,51.00,1018.10,0.00,0.00,10.00,0.00,0.00,10.00,53.62,469.03,3.60,270.00,3.26,263.66,4.33,265.24,5.04
2018,8,4,11,0,29.27,48.00,1017.60,0.00,0.00,10.00,0.00,0.00,10.00,53.62,580.28,3.42,288.43,2.90,277.13,4.02,280.30,4.32
2018,8,4,12,0,29.89,45.00,1017.60,0.00,0.00,10.00,15.00,0.00,10.00,53.62,662.16,2.41,296.57,1.84,281.31,3.42,288.43,3.96
2018,8,4,13,0,30.22,43.00,1017.30,0.00,0.00,100.00,100.00,100.00,10.00,0.00,681.74,3.83,311.19,3.10,305.54,4.69,302.47,5.04
2018,8,4,14,0,31.79,35.00,1016.50,0.00,0.00,30.00,100.00,10.00,10.00,40.85,685.30,6.52,353.66,5.77,356.42,7.63,340.71,12.24
2018,8,4,15,0,32.16,33.00,1016.40,0.00,0.00,10.00,0.00,10.00,10.00,53.62,697.76,7.99,352.23,6.88,353.99,8.31,342.35,14.04
2018,8,4,16,0,32.14,33.00,1016.40,0.00,0.00,10.00,0.00,10.00,10.00,53.62,644.36,9.26,346.50,8.47,347.74,9.57,340.20,15.48
2018,8,4,17,0,31.83,34.00,1016.40,0.00,0.00,10.00,0.00,10.00,10.00,53.62,550.91,10.03,338.96,9.57,340.20,10.46,333.43,16.92
2018,8,4,18,0,31.33,35.00,1016.50,0.00,0.00,10.00,17.00,10.00,10.00,53.62,439.66,11.61,330.26,11.49,327.80,12.68,325.41,17.64
2018,8,4,19,0,30.64,36.00,1016.40,0.00,0.00,10.00,25.00,10.00,10.00,53.62,314.17,12.31,322.13,13.04,320.60,14.29,319.09,18.36
2018,8,4,20,0,29.07,42.00,1016.30,0.00,0.00,14.40,48.00,10.00,10.00,50.81,176.22,10.97,318.99,16.32,318.58,17.34,318.37,16.92
2018,8,4,21,0,26.41,46.00,1016.50,0.00,0.00,52.00,43.00,52.00,10.00,26.40,43.61,10.74,320.44,19.83,330.64,20.50,329.38,20.52
2018,8,4,22,0,25.07,48.00,1016.90,0.00,0.00,30.00,11.00,30.00,0.00,0.00,0.00,10.19,327.99,21.54,350.38,20.55,348.89,18.72
2018,8,4,23,0,23.49,54.00,1017.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.44,335.85,26.76,349.14,22.37,3.69,12.60
2018,8,5,0,0,21.86,62.00,1018.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.25,352.65,26.44,6.25,22.80,21.30,12.96
2018,8,5,1,0,20.87,66.00,1018.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.73,357.88,22.61,9.16,24.96,33.23,16.20
2018,8,5,2,0,20.40,69.00,1018.60,0.00,0.00,10.00,0.00,10.00,10.00,0.00,0.00,8.56,345.38,19.47,3.18,21.97,34.99,13.68
2018,8,5,3,0,19.33,75.00,1019.20,0.00,0.00,10.00,3.00,10.00,10.00,0.00,0.00,9.73,321.01,17.30,347.99,19.47,33.69,14.76
2018,8,5,4,0,17.88,82.00,1019.30,0.00,0.00,10.00,12.00,0.00,10.00,0.00,0.00,10.20,317.86,19.13,340.20,17.73,23.96,15.84
2018,8,5,5,0,16.78,89.00,1019.50,0.00,0.00,8.70,29.00,0.00,0.00,0.00,0.00,10.80,323.13,21.19,339.10,15.63,14.68,15.12
2018,8,5,6,0,16.08,93.00,1020.10,0.00,0.00,10.00,17.00,0.00,10.00,14.31,0.00,10.59,324.69,21.29,341.26,14.41,347.01,21.24
2018,8,5,7,0,17.64,85.00,1020.50,0.00,0.00,10.00,0.00,0.00,10.00,53.62,72.98,12.52,341.57,14.49,345.62,16.49,328.39,13.32
2018,8,5,8,0,18.90,79.00,1020.50,0.00,0.00,3.30,11.00,0.00,0.00,57.89,213.60,11.37,349.05,11.72,349.38,13.45,344.48,11.88
2018,8,5,9,0,20.62,69.00,1020.60,0.00,0.00,4.80,16.00,0.00,0.00,56.94,372.02,11.88,360.00,12.61,1.64,10.90,352.41,13.68
2018,8,5,10,0,22.05,63.00,1021.20,0.00,0.00,3.00,10.00,0.00,0.00,58.09,507.30,11.61,7.13,11.30,9.16,9.53,349.11,10.80
2018,8,5,11,0,23.20,58.00,1020.80,0.00,0.00,0.90,3.00,0.00,0.00,59.43,623.89,12.37,8.37,12.02,8.62,11.18,356.31,14.40
2018,8,5,12,0,24.11,52.00,1020.60,0.00,0.00,0.00,0.00,0.00,0.00,60.00,710.22,11.17,1.85,10.81,1.91,10.82,356.19,18.00
2018,8,5,13,0,24.87,49.00,1020.40,0.00,0.00,0.00,0.00,0.00,0.00,60.00,776.08,12.24,360.00,11.52,360.00,10.59,350.22,18.72
2018,8,5,14,0,24.63,58.00,1020.50,0.00,0.00,10.00,0.00,0.00,10.00,53.62,712.89,7.90,24.23,7.57,25.35,11.72,10.62,14.76
2018,8,5,15,0,24.82,53.00,1020.20,0.00,0.00,10.00,0.00,0.00,10.00,53.62,405.84,12.25,358.32,12.25,358.32,13.76,353.99,19.44
2018,8,5,16,0,25.72,47.00,1019.80,0.00,0.00,10.00,0.00,0.00,10.00,53.62,585.62,15.63,345.32,16.07,344.41,15.38,343.69,21.96
2018,8,5,17,0,25.47,45.00,1019.90,0.00,0.00,0.00,0.00,0.00,0.00,60.00,588.29,15.14,342.00,14.92,340.25,15.32,336.45,20.16
2018,8,5,18,0,25.15,45.00,1020.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,469.03,14.69,348.69,15.04,348.96,15.54,346.61,17.28
2018,8,5,19,0,24.50,45.00,1020.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,323.96,14.78,357.21,15.86,357.40,15.94,353.52,17.28
2018,8,5,20,0,22.93,49.00,1020.10,0.00,0.00,0.00,0.00,0.00,0.00,60.00,174.44,12.29,5.04,17.02,6.07,16.56,1.25,16.92
2018,8,5,21,0,20.34,52.00,1020.10,0.00,0.00,0.00,0.00,0.00,0.00,57.40,37.38,10.24,10.12,19.91,12.53,15.94,6.48,18.36
2018,8,5,22,0,19.55,51.00,1020.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.56,22.25,19.01,24.62,13.01,14.42,15.48
2018,8,5,23,0,19.04,51.00,1021.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.19,33.69,17.43,38.29,12.57,23.63,15.84
2018,8,6,0,0,18.41,54.00,1021.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.97,75.96,15.38,57.43,12.29,31.83,14.04
2018,8,6,1,0,17.76,56.00,1021.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.31,141.34,12.64,70.02,11.02,38.37,12.96
2018,8,6,2,0,17.40,58.00,1020.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.26,186.34,9.78,83.66,9.50,52.70,12.60
2018,8,6,3,0,17.02,59.00,1020.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.69,212.47,8.12,102.80,7.75,68.20,11.52
2018,8,6,4,0,16.59,61.00,1020.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.84,221.99,8.22,118.81,6.99,78.11,11.52
2018,8,6,5,0,16.15,62.00,1019.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.56,225.00,6.30,120.96,7.24,84.29,6.84
2018,8,6,6,0,15.65,64.00,1020.20,0.00,0.00,0.00,0.00,0.00,0.00,14.50,0.00,3.10,215.54,4.20,120.96,6.84,90.00,5.04
2018,8,6,7,0,16.54,64.00,1020.20,0.00,0.00,0.00,0.00,0.00,0.00,60.00,70.31,3.55,203.96,3.60,126.87,6.92,98.97,11.52
2018,8,6,8,0,18.94,61.00,1019.80,0.00,0.00,0.00,0.00,0.00,0.00,60.00,217.16,2.31,141.34,2.55,135.00,7.86,105.95,12.96
2018,8,6,9,0,21.39,53.00,1019.50,0.00,0.00,0.00,0.00,0.00,0.00,60.00,368.46,8.09,122.28,8.29,124.38,9.57,109.80,9.72
2018,8,6,10,0,23.02,47.00,1019.90,0.00,0.00,0.00,0.00,0.00,0.00,60.00,510.86,11.68,123.69,12.39,125.54,11.77,113.43,11.52
2018,8,6,11,0,24.12,44.00,1019.30,0.00,0.00,0.00,0.00,0.00,0.00,60.00,632.79,11.61,119.74,11.98,122.74,13.18,124.99,11.52
2018,8,6,12,0,25.19,41.00,1018.40,0.00,0.00,0.00,0.00,0.00,0.00,60.00,722.68,12.29,121.83,12.48,123.23,13.61,127.48,10.80
2018,8,6,13,0,26.15,39.00,1017.70,0.00,0.00,0.00,0.00,0.00,0.00,60.00,779.64,13.18,124.99,13.39,126.25,14.57,129.99,11.52
2018,8,6,14,0,27.09,39.00,1017.70,0.00,0.00,0.00,0.00,0.00,0.00,60.00,794.77,12.18,108.97,12.30,110.56,13.20,115.87,11.16
2018,8,6,15,0,27.73,38.00,1017.30,0.00,0.00,0.00,0.00,0.00,0.00,60.00,768.07,13.24,112.38,13.53,115.20,14.51,119.74,12.24
2018,8,6,16,0,28.02,38.00,1016.50,0.00,0.00,0.00,0.00,0.00,0.00,60.00,701.32,14.02,119.20,14.69,120.96,15.58,123.69,12.96
2018,8,6,17,0,28.07,38.00,1016.20,0.00,0.00,0.00,0.00,0.00,0.00,60.00,598.97,14.40,126.87,14.84,129.09,15.79,133.15,13.32
2018,8,6,18,0,27.89,38.00,1016.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,471.70,14.00,133.96,14.76,135.00,15.86,140.53,13.32
2018,8,6,19,0,27.31,40.00,1015.50,0.00,0.00,0.00,0.00,0.00,0.00,60.00,324.85,13.32,141.58,15.19,143.67,16.92,150.71,12.96
2018,8,6,20,0,25.42,50.00,1015.50,0.00,0.00,0.00,0.00,0.00,0.00,60.00,172.66,8.71,141.71,14.48,145.12,18.21,161.57,14.40
2018,8,6,21,0,23.81,52.00,1015.40,0.00,0.00,0.00,0.00,0.00,0.00,55.68,35.60,9.69,131.99,16.87,140.19,21.32,175.16,15.84
2018,8,6,22,0,22.40,59.00,1015.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.93,136.47,20.50,149.38,21.65,183.81,20.88
2018,8,6,23,0,20.58,68.00,1015.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.59,154.23,26.76,162.78,20.61,199.38,21.96
2018,8,7,0,0,19.38,75.00,1015.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.07,169.70,28.44,179.27,20.33,202.93,20.16
2018,8,7,1,0,18.69,76.00,1015.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.29,174.96,31.39,176.05,17.67,213.37,18.72
2018,8,7,2,0,18.34,75.00,1015.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.14,170.54,33.45,171.96,14.26,227.05,13.68
2018,8,7,3,0,17.97,75.00,1015.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.08,172.09,32.43,177.46,11.12,240.95,15.12
2018,8,7,4,0,17.33,77.00,1014.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.26,176.63,30.98,182.00,10.16,247.07,29.88
2018,8,7,5,0,18.33,73.00,1014.40,0.00,0.00,100.00,0.00,0.00,100.00,0.00,0.00,11.54,176.42,28.16,184.40,8.40,239.04,31.68
2018,8,7,6,0,17.90,77.00,1014.30,0.00,0.00,0.00,0.00,0.00,0.00,12.98,0.00,10.11,175.91,23.93,186.91,9.73,231.01,23.40
2018,8,7,7,0,20.12,72.00,1014.10,0.00,0.00,10.00,0.00,0.00,10.00,53.62,61.41,10.44,180.00,22.67,190.06,13.18,214.99,15.48
2018,8,7,8,0,23.55,64.00,1013.60,0.00,0.00,10.00,0.00,0.00,10.00,53.62,200.25,14.06,182.94,16.62,184.97,13.90,216.57,16.56
2018,8,7,9,0,26.04,59.00,1013.60,0.00,0.00,10.00,0.00,0.00,10.00,53.62,336.42,15.82,191.82,17.03,193.45,16.99,216.38,17.28
2018,8,7,10,0,28.57,52.00,1013.80,0.00,0.00,0.00,0.00,0.00,0.00,60.00,485.94,18.56,198.08,20.15,198.76,20.97,214.51,17.64
2018,8,7,11,0,29.59,48.00,1013.30,0.00,0.00,10.00,0.00,0.00,10.00,53.62,588.29,19.01,198.78,20.49,198.43,18.86,203.63,18.36
2018,8,7,12,0,30.48,39.00,1013.00,0.00,0.00,10.00,0.00,10.00,10.00,53.62,663.94,16.33,194.04,17.38,193.17,18.33,199.50,18.00
2018,8,7,13,0,31.13,37.00,1012.60,0.00,0.00,10.00,0.00,0.00,10.00,53.62,724.46,16.39,199.23,17.53,199.18,18.68,205.08,20.88
2018,8,7,14,0,32.00,32.00,1011.80,0.00,0.00,100.00,100.00,100.00,0.00,0.00,574.05,17.53,199.18,18.90,197.74,20.06,201.04,19.08
2018,8,7,15,0,32.60,32.00,1011.70,0.00,0.00,100.00,93.00,100.00,0.00,0.00,663.05,16.97,197.28,18.45,197.02,19.26,200.81,19.08
2018,8,7,16,0,32.66,33.00,1011.40,0.00,0.00,100.00,100.00,100.00,0.00,0.00,655.93,16.28,198.03,17.65,196.59,18.79,200.17,18.00
2018,8,7,17,0,32.60,33.00,1011.20,0.00,0.00,67.00,100.00,67.00,0.00,17.23,489.50,15.98,194.35,17.46,194.32,18.90,197.74,17.28
2018,8,7,18,0,32.13,34.00,1010.90,0.00,0.00,100.00,54.00,100.00,10.00,0.00,428.09,18.16,193.76,20.43,194.28,22.21,196.97,18.00
2018,8,7,19,0,30.90,40.00,1011.10,0.00,0.00,67.00,0.00,67.00,10.00,17.23,289.25,21.29,198.74,25.50,198.95,25.62,199.71,16.56
2018,8,7,20,0,29.31,46.00,1011.40,0.00,0.00,100.00,0.00,100.00,0.00,0.00,167.32,16.12,209.43,23.89,210.82,27.48,211.61,18.36
2018,8,7,21,0,26.24,56.00,1011.60,0.00,0.00,32.00,100.00,32.00,0.00,35.57,31.15,11.53,218.66,23.42,223.75,28.39,230.66,17.28
2018,8,7,22,0,25.54,60.00,1011.90,0.00,0.00,100.00,100.00,100.00,0.00,0.00,0.00,9.96,192.53,20.46,208.37,26.37,231.10,21.60
2018,8,7,23,0,24.56,64.00,1011.80,0.00,0.00,62.00,13.00,62.00,0.00,0.00,0.00,10.80,180.00,21.75,199.33,23.47,228.73,22.32
2018,8,8,0,0,23.17,69.00,1011.70,0.00,0.00,0.30,1.00,0.00,0.00,0.00,0.00,12.24,180.00,24.14,197.35,23.98,221.35,25.20
2018,8,8,1,0,22.31,71.00,1011.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.60,180.00,26.46,194.98,22.77,219.23,20.16
2018,8,8,2,0,21.71,72.00,1011.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.08,187.91,29.71,199.09,27.30,221.26,28.44
2018,8,8,3,0,21.34,73.00,1011.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.10,195.95,30.92,207.76,29.30,227.49,28.80
2018,8,8,4,0,21.29,70.00,1011.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.10,195.95,31.26,208.93,31.54,231.95,21.24
2018,8,8,5,0,20.93,73.00,1011.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.15,187.31,32.57,200.04,30.61,228.81,25.56
2018,8,8,6,0,20.69,76.00,1011.30,0.00,0.00,30.00,100.00,0.00,0.00,7.80,0.00,15.63,187.94,33.97,195.36,28.02,227.08,32.76
2018,8,8,7,0,22.88,65.00,1011.40,0.00,0.00,6.00,20.00,0.00,0.00,56.17,70.31,17.58,190.62,30.47,194.36,28.02,222.92,20.88
2018,8,8,8,0,25.79,56.00,1011.30,0.00,0.00,0.00,0.00,0.00,0.00,60.00,210.93,20.18,195.52,23.91,198.43,32.11,222.27,23.04
2018,8,8,9,0,28.47,50.00,1011.10,0.00,0.00,10.00,0.00,0.00,10.00,53.62,344.43,21.63,198.43,25.28,199.98,35.13,225.00,25.56
2018,8,8,10,0,30.59,44.00,1011.50,0.00,0.00,0.00,0.00,0.00,0.00,60.00,486.83,22.37,213.18,26.16,214.35,41.05,228.20,22.68
2018,8,8,11,0,31.49,42.00,1011.40,0.00,0.00,10.00,0.00,10.00,10.00,53.62,598.97,21.89,225.00,24.18,224.40,32.45,229.95,24.48
2018,8,8,12,0,32.25,38.00,1011.30,0.00,0.00,10.00,0.00,10.00,10.00,53.62,653.26,21.53,218.21,23.90,217.04,26.52,221.70,23.40
2018,8,8,13,0,33.15,36.00,1011.20,0.00,0.00,0.00,0.00,0.00,0.00,60.00,736.92,22.18,215.75,24.57,214.85,26.83,220.10,24.12
2018,8,8,14,0,33.71,36.00,1010.50,0.00,0.00,10.00,21.00,10.00,10.00,53.62,712.89,24.63,243.06,26.58,241.70,28.50,242.14,27.36
