2018;08;18;05;00;9.35;69.00;1027.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.50;58.39;6.37;47.29;24.65;331.19;6.48
2018;08;18;06;00;9.17;67.00;1027.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6.79;57.99;8.67;41.63;25.49;323.62;9.00
2018;08;18;07;00;8.99;64.00;1027.00;0.00;0.00;0.00;0.00;0.00;0.00;39.06;0.00;7.70;52.59;9.59;34.29;26.26;326.75;11.16
2018;08;18;08;00;9.22;59.00;1026.50;0.00;0.00;0.00;0.00;0.00;0.00;60.00;23.14;7.93;50.53;9.02;28.61;27.86;334.76;13.32
2018;08;18;09;00;10.28;58.00;1026.10;0.00;0.00;0.00;0.00;0.00;0.00;60.00;190.46;6.41;51.84;9.34;27.55;28.75;337.93;13.32
2018;08;18;10;00;13.20;51.00;1025.60;0.00;0.00;4.50;15.00;0.00;0.00;57.13;376.47;6.99;34.51;8.43;19.98;29.37;340.68;14.04
2018;08;18;11;00;15.10;41.00;1024.70;0.00;0.00;4.80;16.00;0.00;0.00;56.94;524.21;7.59;354.56;8.21;344.74;29.26;341.34;15.12
2018;08;18;12;00;16.22;35.00;1023.80;0.00;0.00;6.00;20.00;0.00;0.00;56.17;623.89;7.29;327.09;7.49;324.78;28.24;342.95;14.04
2018;08;18;13;00;17.00;34.00;1022.50;0.00;0.00;7.50;25.00;0.00;0.00;55.21;671.95;6.70;306.25;6.88;317.12;27.10;343.01;12.60
2018;08;18;14;00;17.67;35.00;1021.40;0.00;0.00;0.00;0.00;0.00;0.00;60.00;668.39;6.99;304.51;6.92;308.66;37.11;345.96;13.32
2018;08;18;15;00;18.21;35.00;1020.30;0.00;0.00;0.00;0.00;0.00;0.00;60.00;603.42;5.69;288.43;5.35;289.65;35.04;350.54;11.88
2018;08;18;16;00;18.43;35.00;1019.40;0.00;0.00;0.00;0.00;0.00;0.00;60.00;485.05;5.76;270.00;6.13;266.63;34.81;349.27;12.60
2018;08;18;17;00;17.84;39.00;1018.70;0.00;0.00;0.00;0.00;0.00;0.00;60.00;324.85;7.29;249.78;7.75;248.20;33.00;346.12;14.04
2018;08;18;18;00;16.51;48.00;1018.10;0.00;0.00;0.00;0.00;0.00;0.00;19.51;140.62;7.59;238.57;8.53;242.35;32.31;345.81;11.16
2018;08;18;19;00;15.26;58.00;1018.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.34;5.40;233.13;6.70;233.75;34.67;344.95;5.04
2018;08;18;20;00;14.73;63.00;1017.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3.60;216.87;4.39;214.99;40.31;342.86;2.88
2018;08;18;21;00;14.40;65.00;1016.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.30;213.69;2.10;210.96;47.93;342.52;0.72
2018;08;18;22;00;14.18;66.00;1016.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.08;360.00;1.14;288.43;53.16;341.44;2.16
2018;08;18;23;00;13.74;68.00;1015.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3.60;360.00;2.90;330.26;53.75;337.56;3.60
2018;08;19;00;00;13.43;69.00;1015.50;0.00;0.00;3.30;11.00;0.00;0.00;0.00;0.00;4.69;355.60;5.19;326.31;53.14;334.30;5.40
2018;08;19;01;00;13.07;73.00;1014.90;0.00;0.00;6.60;22.00;0.00;0.00;0.00;0.00;5.86;349.38;7.42;320.91;56.23;331.30;6.84
2018;08;19;02;00;12.69;76.00;1014.40;0.00;0.00;6.60;22.00;0.00;0.00;0.00;0.00;6.99;348.11;9.69;318.01;53.84;328.12;9.36
2018;08;19;03;00;12.36;79.00;1014.30;0.00;0.00;21.30;71.00;0.00;0.00;0.00;0.00;7.77;346.61;11.48;318.81;45.77;320.43;10.44
2018;08;19;04;00;11.82;84.00;1013.80;0.00;0.00;12.60;42.00;0.00;0.00;0.00;0.00;9.18;348.69;12.77;319.57;42.33;318.45;26.64
2018;08;19;05;00;11.36;86.00;1013.40;0.00;0.00;37.00;100.00;0.00;37.00;0.00;0.00;8.76;350.54;12.74;312.71;41.02;317.49;16.20
2018;08;19;06;00;11.05;88.00;1013.50;0.00;0.00;30.00;100.00;25.00;5.00;0.00;0.00;8.05;349.70;12.90;300.14;40.49;313.20;14.76
2018;08;19;07;00;11.15;87.00;1013.80;0.00;0.00;100.00;100.00;100.00;38.00;0.00;0.00;7.42;337.17;14.71;291.54;41.83;311.51;22.68
2018;08;19;08;00;11.60;87.00;1014.00;0.00;0.00;100.00;100.00;100.00;94.00;0.00;16.91;6.49;326.31;15.04;291.04;43.13;303.42;14.40
2018;08;19;09;00;12.98;82.00;1014.20;0.00;0.00;100.00;100.00;100.00;44.00;0.00;115.70;6.64;310.60;13.21;287.45;42.02;297.00;22.32
2018;08;19;10;00;13.84;78.00;1014.60;0.00;0.00;100.00;100.00;100.00;100.00;0.00;227.84;9.69;291.80;13.10;290.92;38.83;287.26;16.92
2018;08;19;11;00;14.38;75.00;1014.90;0.00;0.00;100.00;100.00;100.00;9.00;0.00;396.94;12.64;289.98;15.94;288.43;30.43;259.09;17.28
2018;08;19;12;00;14.79;73.00;1014.90;0.00;0.00;100.00;100.00;100.00;100.00;0.00;488.61;14.37;292.07;17.99;289.89;24.46;227.39;15.48
2018;08;19;13;00;14.66;74.00;1014.80;0.00;0.00;100.00;100.00;100.00;100.00;0.00;315.95;15.04;291.04;16.97;287.28;26.37;231.10;16.56
2018;08;19;14;00;15.96;68.00;1014.60;0.00;0.00;100.00;100.00;100.00;10.00;0.00;436.10;17.03;283.45;18.25;284.86;15.98;247.48;18.72
2018;08;19;15;00;16.19;69.00;1014.50;0.00;0.00;100.00;100.00;100.00;91.00;0.00;395.16;15.19;283.71;15.28;285.02;16.83;228.47;16.92
2018;08;19;16;00;15.76;74.00;1014.60;0.00;0.00;100.00;100.00;100.00;100.00;0.00;200.25;14.49;284.38;14.49;284.38;18.86;246.37;17.64
2018;08;19;17;00;15.47;79.00;1014.80;0.00;0.00;100.00;100.00;100.00;100.00;0.00;109.47;13.98;281.89;14.33;281.59;22.31;259.78;17.64
2018;08;19;18;00;15.15;85.00;1015.00;0.00;0.00;100.00;100.00;100.00;100.00;0.00;47.17;13.44;277.70;13.85;278.97;22.91;261.87;15.84
2018;08;19;19;00;14.85;90.00;1015.50;0.20;0.00;100.00;18.00;0.00;100.00;0.00;0.89;9.96;257.47;11.18;266.31;18.43;257.59;12.96
2018;08;19;20;00;14.45;90.00;1016.30;0.30;0.00;100.00;0.00;0.00;100.00;0.00;0.00;9.90;199.09;7.77;193.39;10.31;204.78;17.64
2018;08;19;21;00;13.76;88.00;1017.00;0.50;0.00;100.00;0.00;0.00;100.00;0.00;0.00;17.29;177.61;18.79;163.30;18.97;146.61;24.12
2018;08;19;22;00;13.17;89.00;1017.60;1.20;0.00;100.00;0.00;10.00;100.00;0.00;0.00;19.44;180.00;18.03;176.57;25.96;146.31;26.28
2018;08;19;23;00;12.65;87.00;1018.40;1.00;0.00;100.00;0.00;100.00;100.00;0.00;0.00;20.17;182.05;20.21;184.09;22.67;147.32;25.56
2018;08;20;00;00;12.14;85.00;1018.80;0.50;0.00;100.00;0.00;100.00;100.00;0.00;0.00;20.88;179.01;23.47;175.60;14.24;159.27;25.20
2018;08;20;01;00;11.85;83.00;1019.10;0.30;0.00;100.00;0.00;6.00;100.00;0.00;0.00;20.16;181.02;22.32;180.00;15.26;160.71;23.04
2018;08;20;02;00;11.66;81.00;1019.40;0.20;0.00;100.00;0.00;0.00;100.00;0.00;0.00;18.72;180.00;20.89;178.03;18.68;152.45;24.48
2018;08;20;03;00;11.53;80.00;1019.70;0.10;0.00;100.00;0.00;0.00;100.00;0.00;0.00;17.28;180.00;19.08;178.92;12.62;183.27;23.40
2018;08;20;04;00;11.28;80.00;1019.60;0.10;0.00;100.00;0.00;0.00;100.00;0.00;0.00;15.14;177.27;16.94;177.56;11.84;250.46;20.52
2018;08;20;05;00;11.26;79.00;1019.40;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;12.65;175.10;14.51;172.87;14.21;261.25;18.00
2018;08;20;06;00;11.32;79.00;1019.60;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;11.66;171.12;13.91;169.56;11.02;218.37;29.88
2018;08;20;07;00;11.44;80.00;1020.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;11.66;171.12;13.20;169.00;15.16;175.91;15.12
2018;08;20;08;00;11.47;79.00;1020.40;0.00;0.00;100.00;0.00;0.00;100.00;0.00;10.68;12.65;175.10;12.37;171.63;18.86;166.76;21.60
2018;08;20;09;00;11.58;76.00;1021.10;0.00;0.00;100.00;0.00;0.00;100.00;0.00;78.32;15.50;177.34;13.80;172.50;15.82;168.18;23.40
2018;08;20;10;00;11.66;72.00;1021.50;0.00;0.00;100.00;0.00;0.00;100.00;0.00;133.50;14.44;184.29;12.25;181.68;14.69;162.90;24.84
2018;08;20;11;00;11.79;68.00;1021.80;0.00;0.00;100.00;0.00;0.00;100.00;0.00;176.22;14.06;193.32;12.22;193.63;13.66;161.57;20.16
2018;08;20;12;00;12.30;65.00;1022.10;0.00;0.00;100.00;0.00;0.00;100.00;0.00;315.06;14.46;198.89;11.50;200.14;12.65;175.10;23.04
2018;08;20;13;00;11.99;66.00;1021.90;0.00;0.00;100.00;0.00;0.00;100.00;0.00;299.04;14.66;204.68;12.29;211.83;12.65;184.90;12.24
2018;08;20;14;00;14.32;65.00;1020.10;0.00;0.00;100.00;0.00;0.00;100.00;0.00;238.52;10.38;213.69;8.09;237.72;7.10;239.53;15.84
2018;08;20;15;00;14.12;64.00;1020.60;0.00;0.00;100.00;0.00;0.00;100.00;0.00;257.21;11.84;199.54;8.09;200.85;8.16;228.58;25.92
2018;08;20;16;00;13.98;63.00;1020.80;0.00;0.00;100.00;0.00;0.00;100.00;0.00;261.66;11.97;186.91;9.01;177.71;9.59;214.29;14.40
2018;08;20;17;00;13.59;64.00;1020.90;0.00;0.00;100.00;0.00;0.00;100.00;0.00;162.87;11.90;183.47;8.67;175.24;10.16;202.93;18.72
2018;08;20;18;00;13.14;65.00;1021.30;0.00;0.00;100.00;0.00;0.00;100.00;0.00;70.31;11.88;180.00;9.06;173.16;11.09;193.13;9.72
2018;08;20;19;00;12.73;65.00;1022.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;3.56;10.85;174.29;9.69;164.93;10.50;185.91;9.36
2018;08;20;20;00;12.48;67.00;1022.60;0.00;0.00;29.00;0.00;0.00;29.00;0.00;0.00;10.39;165.96;10.37;159.68;8.40;170.13;10.44
2018;08;20;21;00;11.94;69.00;1022.80;0.00;0.00;10.00;0.00;0.00;10.00;0.00;0.00;10.03;158.96;12.25;155.70;7.99;144.16;11.52
2018;08;20;22;00;11.36;73.00;1023.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9.83;156.25;14.04;157.38;7.99;125.84;10.44
2018;08;20;23;00;10.92;77.00;1023.70;0.00;0.00;2.00;0.00;0.00;2.00;0.00;0.00;9.57;160.20;15.26;160.71;7.09;113.96;10.08
2018;08;21;00;00;10.57;79.00;1023.80;0.00;0.00;2.00;0.00;0.00;2.00;0.00;0.00;9.69;164.93;16.07;164.41;5.82;111.80;9.72
2018;08;21;01;00;10.41;80.00;1023.90;0.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;8.77;160.82;14.12;160.64;5.45;97.59;8.64
2018;08;21;02;00;10.45;79.00;1024.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6.62;157.62;10.70;160.35;5.05;85.91;12.24
2018;08;21;03;00;10.42;80.00;1024.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6.15;159.44;9.96;167.47;4.35;114.44;7.20
2018;08;21;04;00;10.24;82.00;1024.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.00;149.74;8.47;167.74;4.33;131.63;13.68
2018;08;21;05;00;9.84;85.00;1024.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3.05;135.00;6.21;169.99;3.83;131.19;9.72
2018;08;21;06;00;9.64;88.00;1023.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.84;101.31;3.60;180.00;3.05;135.00;6.84
2018;08;21;07;00;9.61;89.00;1024.40;0.00;0.00;0.00;0.00;0.00;0.00;42.54;0.00;1.80;53.13;2.41;206.57;2.90;150.26;3.96
2018;08;21;08;00;9.84;89.00;1024.90;0.00;0.00;0.00;0.00;0.00;0.00;60.00;28.48;1.30;33.69;2.81;230.19;3.32;167.47;3.24
2018;08;21;09;00;11.11;85.00;1025.10;0.00;0.00;1.00;0.00;0.00;1.00;59.36;199.36;1.08;360.00;3.08;249.44;3.98;174.81;4.32
2018;08;21;10;00;12.96;74.00;1025.20;0.00;0.00;10.00;0.00;0.00;10.00;53.62;371.13;1.44;270.00;4.21;250.02;3.24;180.00;4.32
2018;08;21;11;00;13.53;70.00;1025.50;0.00;0.00;40.00;0.00;0.00;40.00;34.47;283.91;5.32;241.70;7.52;253.30;2.52;180.00;5.76
2018;08;21;12;00;14.84;64.00;1025.70;0.00;0.00;38.00;0.00;0.00;38.00;35.74;348.88;8.09;237.72;8.91;255.96;2.55;188.13;7.92
2018;08;21;13;00;14.92;62.00;1024.90;0.00;0.00;41.00;0.00;0.00;41.00;33.83;434.32;10.51;231.95;9.11;251.57;6.12;208.07;9.72
2018;08;21;14;00;16.92;48.00;1024.50;0.00;0.00;0.00;0.00;0.00;0.00;60.00;663.94;14.62;189.93;10.81;181.91;14.04;180.00;11.52
2018;08;21;15;00;16.78;50.00;1024.60;0.00;0.00;0.00;0.00;0.00;0.00;60.00;598.97;15.82;191.82;11.57;185.36;15.50;182.66;12.96
2018;08;21;16;00;16.29;53.00;1024.30;0.00;0.00;10.00;0.00;0.00;10.00;53.62;482.38;16.52;191.31;12.29;185.04;16.24;183.81;14.40
2018;08;21;17;00;15.56;57.00;1024.20;0.00;0.00;10.00;0.00;0.00;10.00;53.62;314.17;16.45;190.08;13.00;184.76;16.24;183.81;14.76
2018;08;21;18;00;14.63;62.00;1024.50;0.00;0.00;10.00;0.00;0.00;10.00;19.32;137.06;13.44;187.70;12.61;181.64;13.76;186.01;11.16
2018;08;21;19;00;13.76;67.00;1024.70;0.00;0.00;10.00;0.00;0.00;10.00;0.00;6.23;10.82;183.81;10.45;181.97;11.97;195.71;11.88
2018;08;21;20;00;13.13;71.00;1025.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9.03;184.57;8.40;189.87;10.99;211.61;9.72
2018;08;21;21;00;12.66;75.00;1025.20;0.00;0.00;10.00;0.00;0.00;10.00;0.00;0.00;7.24;185.71;6.49;199.44;10.44;226.40;8.28
2018;08;21;22;00;12.53;77.00;1025.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.51;191.31;5.19;213.69;9.83;241.56;7.56
2018;08;21;23;00;12.41;80.00;1025.30;0.00;0.00;10.00;0.00;0.00;10.00;0.00;0.00;3.55;203.96;4.69;237.53;10.48;254.05;6.84
2018;08;22;00;00;12.15;82.00;1025.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.55;225.00;5.24;254.05;11.61;262.87;6.48
2018;08;22;01;00;12.02;83.00;1025.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.16;270.00;5.77;266.42;14.40;271.43;7.20
2018;08;22;02;00;11.86;84.00;1024.80;0.00;0.00;10.00;0.00;0.00;10.00;0.00;0.00;3.60;323.13;6.29;283.24;17.82;278.13;6.84
2018;08;22;03;00;11.66;85.00;1024.60;0.00;0.00;10.00;0.00;0.00;10.00;0.00;0.00;5.35;340.35;6.99;304.51;20.32;277.13;9.00
2018;08;22;04;00;11.39;86.00;1024.30;0.00;0.00;10.00;0.00;0.00;10.00;0.00;0.00;5.24;344.05;7.64;315.00;21.63;272.86;10.80
2018;08;22;05;00;10.70;86.00;1023.90;0.00;0.00;13.00;0.00;0.00;13.00;0.00;0.00;5.82;338.20;8.40;316.74;23.54;276.15;16.92
2018;08;22;06;00;10.22;83.00;1023.70;0.00;0.00;18.00;0.00;0.00;18.00;0.00;0.00;7.29;339.78;10.69;327.38;27.42;283.67;19.44
2018;08;22;07;00;9.90;84.00;1023.90;0.00;0.00;21.00;0.00;0.00;21.00;33.96;0.00;9.06;353.16;12.66;345.17;28.83;285.95;16.56
2018;08;22;08;00;9.98;84.00;1024.00;0.00;0.00;78.00;0.00;0.00;78.00;10.21;30.26;10.45;358.03;13.72;4.51;25.76;277.22;15.12
2018;08;22;09;00;11.04;82.00;1024.00;0.00;0.00;56.00;0.00;0.00;56.00;24.26;200.25;13.32;360.00;12.68;6.52;23.80;280.46;18.72
2018;08;22;10;00;12.72;73.00;1024.10;0.00;0.00;10.00;0.00;0.00;10.00;53.62;366.68;16.17;348.44;15.54;346.61;24.48;287.10;21.96
2018;08;22;11;00;13.34;70.00;1024.30;0.00;0.00;63.00;0.00;0.00;63.00;19.79;367.57;20.63;330.75;22.78;328.57;25.50;288.95;24.12
2018;08;22;12;00;13.38;70.00;1024.20;0.00;0.00;100.00;0.00;0.00;100.00;0.00;281.24;23.33;321.89;26.60;320.49;24.94;290.27;26.64
2018;08;22;13;00;13.74;70.00;1023.80;0.00;0.00;100.00;0.00;0.00;100.00;0.00;328.41;25.71;315.57;29.53;315.00;25.62;294.04;28.44
2018;08;22;14;00;14.16;71.00;1023.60;0.00;0.00;100.00;0.00;0.00;100.00;0.00;315.95;29.53;314.01;34.15;312.44;30.77;298.66;32.04
2018;08;22;15;00;14.11;74.00;1023.40;0.00;0.00;100.00;0.00;0.00;100.00;0.00;258.99;29.84;311.58;34.71;310.79;32.04;297.43;33.48
2018;08;22;16;00;14.12;76.00;1023.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;204.70;28.62;309.90;33.74;309.81;33.17;295.73;30.96
2018;08;22;17;00;13.84;80.00;1022.70;0.00;0.00;100.00;0.00;0.00;100.00;0.00;104.13;26.87;309.02;32.45;310.05;34.03;293.04;32.04
2018;08;22;18;00;13.64;84.00;1022.50;0.00;0.00;100.00;0.00;0.00;100.00;0.00;34.71;24.29;309.59;30.65;310.24;35.77;290.62;32.04
2018;08;22;19;00;13.50;87.00;1022.60;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.89;22.77;309.23;29.64;310.07;35.75;288.80;27.00
2018;08;22;20;00;13.41;90.00;1022.90;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;21.25;308.81;28.39;309.34;32.79;289.23;25.92
2018;08;22;21;00;13.28;91.00;1023.10;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;19.38;305.17;24.99;306.21;28.12;288.67;21.60
2018;08;22;22;00;13.13;91.00;1023.20;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;17.10;300.34;21.98;301.61;23.59;285.95;18.72
2018;08;22;23;00;12.92;88.00;1023.50;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;14.34;298.50;16.92;299.29;22.10;282.23;16.20
2018;08;23;00;00;12.88;87.00;1023.80;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;12.56;297.30;13.68;296.57;23.09;280.78;15.12
2018;08;23;01;00;12.81;86.00;1023.80;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;11.44;298.18;12.25;294.30;23.68;278.75;14.76
2018;08;23;02;00;12.72;87.00;1023.80;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;10.50;300.96;10.95;297.41;23.14;275.36;14.04
2018;08;23;03;00;12.69;88.00;1023.90;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;9.73;308.99;10.59;305.31;21.60;270.95;12.60
2018;08;23;04;00;12.68;89.00;1023.70;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;8.91;313.36;10.23;309.29;19.13;265.68;12.24
2018;08;23;05;00;12.70;90.00;1023.60;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;8.40;313.26;10.51;308.05;17.65;258.23;10.44
2018;08;23;06;00;12.64;90.00;1023.60;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;7.70;307.41;10.38;303.69;16.07;254.41;9.36
